income,age,sex,occupation
0,23,0,Machine-op-inspct
0,42,1,Adm-clerical
0,60,0,Sales
1,53,1,Exec-managerial
0,20,1,?
0,27,0,Handlers-cleaners
0,31,0,Transport-moving
0,29,0,Craft-repair
0,22,0,Farming-fishing
1,42,1,Prof-specialty
1,63,0,Prof-specialty
0,28,0,Sales
0,79,0,Adm-clerical
1,39,0,Craft-repair
0,29,0,Other-service
0,60,0,Other-service
0,58,1,Other-service
0,20,1,Other-service
1,44,0,Transport-moving
0,47,0,Transport-moving
1,59,0,Protective-serv
0,37,0,Exec-managerial
0,21,0,Machine-op-inspct
0,68,1,Exec-managerial
0,43,0,Adm-clerical
0,23,1,?
0,23,1,Craft-repair
0,40,1,Adm-clerical
0,45,1,Sales
1,34,0,?
0,22,0,Tech-support
1,38,0,Prof-specialty
0,24,0,Sales
0,23,1,Sales
1,39,0,Adm-clerical
0,26,0,Craft-repair
0,24,0,Handlers-cleaners
0,22,0,Adm-clerical
0,36,0,Prof-specialty
0,20,1,Priv-house-serv
0,18,0,Other-service
1,38,0,Exec-managerial
0,43,0,Farming-fishing
0,56,0,Exec-managerial
1,42,0,Exec-managerial
1,35,0,Exec-managerial
0,31,1,Adm-clerical
0,73,0,Transport-moving
0,32,1,Exec-managerial
1,37,0,Exec-managerial
0,66,0,Handlers-cleaners
0,22,1,Other-service
0,51,0,Sales
0,31,0,Other-service
0,65,1,Adm-clerical
0,39,1,Craft-repair
0,48,1,Adm-clerical
0,20,1,Other-service
0,28,0,?
1,48,0,Sales
0,29,0,Prof-specialty
1,36,0,Prof-specialty
1,35,0,Exec-managerial
1,31,0,Transport-moving
0,48,0,Protective-serv
0,36,0,Tech-support
0,40,0,Farming-fishing
0,57,0,Prof-specialty
0,26,1,Prof-specialty
0,37,1,Other-service
1,65,0,Exec-managerial
0,26,1,Prof-specialty
0,42,0,Tech-support
1,47,0,Exec-managerial
0,62,0,Craft-repair
0,27,0,Exec-managerial
0,76,0,Sales
0,20,1,?
0,29,1,Adm-clerical
1,29,0,Transport-moving
0,32,0,Machine-op-inspct
0,22,0,Craft-repair
0,30,1,Adm-clerical
0,43,1,Adm-clerical
0,23,0,Other-service
1,44,0,Prof-specialty
0,41,0,Other-service
1,49,1,Prof-specialty
1,30,0,Transport-moving
0,23,0,Handlers-cleaners
0,39,1,Adm-clerical
1,32,0,Sales
1,50,0,Craft-repair
0,19,1,Adm-clerical
1,35,0,Sales
0,23,0,Craft-repair
0,25,0,Craft-repair
0,40,1,Sales
1,30,0,Exec-managerial
1,52,0,Craft-repair
0,49,0,Machine-op-inspct
0,24,1,Adm-clerical
1,46,0,Exec-managerial
1,39,0,Sales
1,45,0,Exec-managerial
0,62,1,Adm-clerical
1,43,0,Prof-specialty
0,45,1,Machine-op-inspct
0,62,0,Sales
0,48,0,Handlers-cleaners
0,56,1,Other-service
0,28,1,Farming-fishing
0,23,0,Craft-repair
0,43,1,Other-service
1,26,0,Craft-repair
1,36,0,Sales
0,55,1,Prof-specialty
0,48,1,Exec-managerial
0,43,1,Machine-op-inspct
1,38,0,Exec-managerial
0,18,0,Sales
0,56,0,Exec-managerial
0,39,0,Prof-specialty
0,46,0,Handlers-cleaners
0,36,0,Transport-moving
0,42,0,Craft-repair
1,50,0,Transport-moving
0,17,0,Handlers-cleaners
0,57,1,Machine-op-inspct
0,73,1,Other-service
0,50,0,Adm-clerical
0,35,0,Transport-moving
0,27,0,Machine-op-inspct
0,24,1,?
0,27,0,Craft-repair
0,23,0,Craft-repair
0,25,1,Adm-clerical
1,51,0,Exec-managerial
0,26,1,Adm-clerical
0,47,0,Adm-clerical
0,40,0,Other-service
0,58,1,Other-service
0,25,1,Sales
0,29,1,Sales
0,36,0,Transport-moving
0,46,1,Exec-managerial
0,69,1,Priv-house-serv
0,69,1,Adm-clerical
0,28,1,Other-service
0,20,0,Adm-clerical
0,54,1,Adm-clerical
0,25,0,Transport-moving
0,64,0,Handlers-cleaners
0,17,1,Sales
0,53,0,Adm-clerical
0,50,0,Transport-moving
0,57,1,Exec-managerial
0,51,0,Transport-moving
0,20,0,?
0,47,0,Craft-repair
0,25,0,Transport-moving
1,50,0,Exec-managerial
0,20,1,Adm-clerical
1,43,0,Prof-specialty
0,46,1,Prof-specialty
0,54,1,Adm-clerical
0,53,1,Exec-managerial
0,21,0,Craft-repair
0,58,0,Other-service
1,30,0,Sales
0,61,1,Adm-clerical
0,56,1,Adm-clerical
0,59,1,Other-service
0,72,0,Handlers-cleaners
0,33,0,Adm-clerical
1,46,1,Adm-clerical
1,46,0,Protective-serv
0,48,1,Prof-specialty
0,33,0,Exec-managerial
0,21,1,Handlers-cleaners
0,27,1,Adm-clerical
0,31,0,Transport-moving
0,28,0,Machine-op-inspct
0,45,1,Adm-clerical
1,51,0,Machine-op-inspct
0,46,1,Other-service
0,25,0,Sales
1,61,0,Adm-clerical
0,17,1,Sales
0,26,0,Craft-repair
0,35,0,Craft-repair
0,33,0,Exec-managerial
0,37,1,Sales
0,39,1,Adm-clerical
0,42,1,Other-service
1,35,0,Exec-managerial
1,45,1,Tech-support
1,47,0,Sales
0,64,0,Craft-repair
1,39,1,Exec-managerial
0,43,1,?
0,34,0,Prof-specialty
1,62,0,Prof-specialty
1,53,0,Prof-specialty
0,31,0,Exec-managerial
0,26,0,Sales
1,56,0,Craft-repair
0,43,1,Other-service
0,33,0,Sales
1,45,0,Craft-repair
0,46,0,Sales
0,26,0,Handlers-cleaners
0,24,1,Other-service
1,43,0,Farming-fishing
0,40,0,Machine-op-inspct
0,61,0,Other-service
0,34,1,Adm-clerical
0,85,0,Sales
0,41,1,Adm-clerical
0,31,1,Adm-clerical
0,22,1,Sales
0,60,1,Other-service
0,29,1,Prof-specialty
0,34,0,?
0,35,1,Exec-managerial
0,24,0,Sales
0,45,0,Prof-specialty
0,21,0,Other-service
1,30,1,Transport-moving
1,50,0,Exec-managerial
1,41,0,Exec-managerial
0,21,1,Sales
0,45,0,Craft-repair
1,34,0,Exec-managerial
0,28,0,Handlers-cleaners
0,19,0,Other-service
1,26,0,Prof-specialty
1,48,0,Transport-moving
1,69,0,Prof-specialty
0,41,1,Adm-clerical
0,43,1,Adm-clerical
0,28,0,Craft-repair
0,65,1,Adm-clerical
0,31,0,Exec-managerial
0,28,1,Adm-clerical
1,51,0,Prof-specialty
0,45,1,Craft-repair
0,43,0,Adm-clerical
0,31,0,Sales
1,31,0,Craft-repair
0,45,0,Craft-repair
0,20,1,Sales
0,25,0,Tech-support
0,36,1,Handlers-cleaners
0,31,0,Sales
0,56,0,Craft-repair
0,26,0,Sales
0,47,1,Exec-managerial
0,40,0,Exec-managerial
0,32,1,Exec-managerial
0,34,1,Prof-specialty
0,37,0,Exec-managerial
0,38,0,Craft-repair
0,19,0,Other-service
0,49,1,Handlers-cleaners
0,18,1,?
0,26,1,Prof-specialty
0,82,0,Handlers-cleaners
0,40,0,Craft-repair
0,28,0,Craft-repair
0,23,0,Sales
0,19,0,Adm-clerical
0,67,0,Handlers-cleaners
1,43,0,Exec-managerial
0,41,1,Adm-clerical
0,37,1,Prof-specialty
0,20,0,Transport-moving
0,40,0,Craft-repair
1,47,0,Exec-managerial
0,40,0,Tech-support
0,39,1,Exec-managerial
0,24,1,Adm-clerical
0,78,0,?
0,67,1,?
1,49,0,Sales
0,66,0,Machine-op-inspct
0,52,1,Prof-specialty
0,59,0,Exec-managerial
0,72,1,Priv-house-serv
0,35,0,Adm-clerical
1,30,1,Exec-managerial
0,36,0,Other-service
0,26,1,Tech-support
0,23,0,Other-service
1,39,0,Prof-specialty
0,40,0,Prof-specialty
0,29,0,Prof-specialty
0,38,0,Other-service
0,63,0,Adm-clerical
1,58,0,Exec-managerial
0,30,1,Exec-managerial
0,38,1,Other-service
0,25,1,Adm-clerical
1,44,0,Prof-specialty
1,43,1,Adm-clerical
0,21,0,Transport-moving
0,41,0,Exec-managerial
1,38,0,Sales
0,75,0,?
0,29,0,Craft-repair
0,52,0,Farming-fishing
0,47,1,Exec-managerial
1,28,0,Prof-specialty
0,24,1,Priv-house-serv
0,30,0,Prof-specialty
1,30,0,Exec-managerial
1,40,0,Exec-managerial
0,27,1,Other-service
0,26,0,Protective-serv
0,32,0,Other-service
0,36,1,Adm-clerical
0,26,0,Transport-moving
0,25,0,Transport-moving
0,39,1,Tech-support
0,27,0,Tech-support
0,24,0,Farming-fishing
1,38,0,Sales
0,35,0,Farming-fishing
0,29,0,Tech-support
0,49,1,Other-service
0,36,0,Machine-op-inspct
0,47,0,Craft-repair
0,21,0,Other-service
1,35,1,Prof-specialty
0,38,0,Handlers-cleaners
0,66,0,?
1,45,0,Exec-managerial
0,19,1,Other-service
0,18,0,Handlers-cleaners
0,37,0,Exec-managerial
0,49,1,Prof-specialty
1,33,0,Protective-serv
1,27,0,Sales
0,34,1,Adm-clerical
0,54,1,Prof-specialty
0,24,0,Transport-moving
1,44,0,Prof-specialty
0,48,0,Craft-repair
0,23,1,Adm-clerical
0,29,0,Other-service
0,21,1,Other-service
0,18,1,Other-service
0,18,1,Sales
0,29,0,Craft-repair
0,29,0,Transport-moving
0,41,1,Machine-op-inspct
0,32,0,Handlers-cleaners
0,61,1,Other-service
0,79,0,Prof-specialty
0,34,0,Machine-op-inspct
1,46,0,Exec-managerial
1,50,0,Sales
0,29,0,Machine-op-inspct
0,23,1,Adm-clerical
0,64,1,Adm-clerical
1,70,1,Prof-specialty
0,28,1,Adm-clerical
0,51,0,Handlers-cleaners
0,20,1,?
0,34,0,Prof-specialty
0,29,0,Handlers-cleaners
0,49,0,Other-service
0,77,0,Exec-managerial
0,32,1,Other-service
1,27,1,Tech-support
0,22,1,Sales
1,35,0,Craft-repair
1,42,0,Protective-serv
0,35,0,Machine-op-inspct
0,62,0,?
0,33,0,Protective-serv
0,45,1,Exec-managerial
0,19,1,Sales
0,38,0,Craft-repair
0,26,0,Machine-op-inspct
0,29,1,Exec-managerial
1,33,0,Prof-specialty
0,35,0,Farming-fishing
0,42,0,Craft-repair
0,20,1,Other-service
1,43,0,Prof-specialty
0,69,0,Prof-specialty
0,39,0,Transport-moving
0,37,0,Machine-op-inspct
0,28,0,Craft-repair
0,26,0,Tech-support
0,32,0,Sales
1,43,0,Exec-managerial
0,49,0,Exec-managerial
0,28,0,Other-service
0,35,0,Machine-op-inspct
0,19,1,?
1,35,0,Craft-repair
0,57,1,Adm-clerical
0,45,0,Transport-moving
0,23,0,Sales
0,45,0,Craft-repair
0,42,1,Adm-clerical
0,35,0,Other-service
1,45,0,Prof-specialty
0,28,0,Exec-managerial
0,64,0,Craft-repair
0,44,1,Prof-specialty
1,59,0,Farming-fishing
0,41,0,Machine-op-inspct
0,21,0,Sales
0,29,1,Adm-clerical
1,51,0,Farming-fishing
0,22,0,Adm-clerical
0,49,1,Other-service
1,53,0,Sales
0,38,1,Adm-clerical
0,23,0,Craft-repair
0,20,1,Other-service
0,40,1,Craft-repair
0,25,1,Prof-specialty
0,27,1,Tech-support
0,20,0,Other-service
0,37,1,Other-service
0,40,0,Other-service
1,28,0,Exec-managerial
0,38,1,Other-service
0,42,1,Exec-managerial
0,32,0,Protective-serv
0,20,0,Sales
0,62,0,Adm-clerical
0,31,0,Adm-clerical
0,31,0,Craft-repair
0,24,0,Adm-clerical
0,62,1,Other-service
1,43,0,Craft-repair
0,21,0,Transport-moving
0,30,0,Exec-managerial
0,22,1,?
0,18,0,Handlers-cleaners
0,59,1,Prof-specialty
1,24,0,Transport-moving
0,49,0,Craft-repair
0,19,0,Other-service
1,48,0,Machine-op-inspct
1,32,0,Sales
0,33,1,Machine-op-inspct
0,23,0,Sales
1,33,1,Prof-specialty
1,50,0,Exec-managerial
0,30,0,Exec-managerial
0,32,0,Prof-specialty
0,39,0,Sales
0,21,1,Sales
0,23,1,Prof-specialty
0,32,1,Exec-managerial
0,57,0,Handlers-cleaners
0,22,0,Prof-specialty
0,70,1,Adm-clerical
1,34,0,Tech-support
0,53,1,Sales
0,21,0,Sales
0,37,0,Machine-op-inspct
1,60,0,Craft-repair
1,23,0,Craft-repair
1,32,0,Transport-moving
0,57,0,Machine-op-inspct
0,65,0,?
0,25,0,Adm-clerical
0,30,0,Craft-repair
0,31,1,Adm-clerical
0,19,0,Other-service
0,23,0,Tech-support
0,44,0,Sales
1,43,0,?
0,42,1,Machine-op-inspct
0,34,0,Machine-op-inspct
1,32,0,Craft-repair
0,25,1,Tech-support
0,21,1,Exec-managerial
0,31,1,Priv-house-serv
0,36,1,Prof-specialty
0,49,0,Craft-repair
0,44,1,Adm-clerical
1,42,0,Sales
0,30,0,Protective-serv
0,33,0,Machine-op-inspct
1,36,0,Other-service
0,17,0,Other-service
0,20,0,Sales
0,32,0,Craft-repair
0,33,0,Craft-repair
0,37,1,Exec-managerial
0,60,0,Farming-fishing
0,35,1,Adm-clerical
0,43,1,Adm-clerical
1,46,0,Tech-support
1,29,0,Transport-moving
1,36,0,Sales
1,27,0,Craft-repair
1,50,0,Exec-managerial
0,22,1,Adm-clerical
0,33,0,Prof-specialty
0,61,1,Sales
0,28,1,?
1,41,0,Farming-fishing
0,22,0,Transport-moving
0,27,1,Prof-specialty
0,25,0,Transport-moving
0,32,1,Machine-op-inspct
0,28,0,Prof-specialty
0,25,0,Craft-repair
0,28,0,Craft-repair
1,37,1,Prof-specialty
0,58,1,Adm-clerical
0,39,0,Handlers-cleaners
0,33,1,Other-service
1,59,0,Craft-repair
0,58,1,Craft-repair
1,38,0,Prof-specialty
0,34,0,Craft-repair
0,31,0,Craft-repair
1,48,0,Craft-repair
0,65,0,?
0,45,0,Handlers-cleaners
1,80,0,?
0,23,1,Other-service
1,33,0,Prof-specialty
0,38,0,Farming-fishing
1,44,0,Farming-fishing
1,48,1,Exec-managerial
0,40,0,Craft-repair
0,19,1,Craft-repair
0,45,1,Exec-managerial
0,34,1,Prof-specialty
0,70,0,Other-service
0,32,0,Prof-specialty
0,33,1,Other-service
0,24,1,Exec-managerial
0,30,1,Prof-specialty
0,22,0,Sales
1,52,0,Prof-specialty
0,67,0,Farming-fishing
0,40,0,Exec-managerial
0,55,1,Prof-specialty
0,29,1,Exec-managerial
0,62,0,Sales
0,22,1,Machine-op-inspct
0,64,0,Craft-repair
0,29,0,Exec-managerial
0,28,0,Exec-managerial
0,25,0,Exec-managerial
1,47,0,Prof-specialty
1,26,0,Transport-moving
0,18,0,Other-service
0,52,0,Sales
1,48,1,Prof-specialty
0,36,0,Machine-op-inspct
0,23,1,Adm-clerical
0,41,0,Transport-moving
1,56,0,Transport-moving
0,53,0,Prof-specialty
0,26,1,Exec-managerial
0,22,0,Other-service
0,25,1,Prof-specialty
0,31,0,Other-service
0,36,0,Machine-op-inspct
0,46,0,Machine-op-inspct
1,46,0,Adm-clerical
0,32,1,Other-service
0,43,0,Farming-fishing
1,30,0,Exec-managerial
1,41,0,Sales
1,50,0,Exec-managerial
0,37,0,Exec-managerial
0,22,0,Handlers-cleaners
0,51,0,Transport-moving
1,47,1,Exec-managerial
0,40,0,Adm-clerical
0,46,0,Machine-op-inspct
0,23,1,?
0,30,1,Tech-support
1,27,0,Sales
0,31,1,Adm-clerical
0,31,0,Handlers-cleaners
0,30,0,Craft-repair
1,50,0,Prof-specialty
0,27,1,Prof-specialty
0,22,1,?
1,29,0,Machine-op-inspct
0,28,0,Transport-moving
1,54,1,Exec-managerial
1,47,0,Tech-support
0,34,1,Machine-op-inspct
0,26,0,Handlers-cleaners
0,53,0,?
0,23,0,Protective-serv
0,42,0,Prof-specialty
0,36,0,Exec-managerial
1,52,0,Protective-serv
0,22,1,?
0,27,1,Prof-specialty
0,42,1,Other-service
0,39,1,Other-service
1,49,0,Prof-specialty
1,36,0,Sales
0,20,0,Other-service
0,55,0,Exec-managerial
0,47,0,Machine-op-inspct
1,33,0,Prof-specialty
0,36,0,Sales
0,39,1,Prof-specialty
1,55,0,Exec-managerial
0,21,0,?
0,48,0,Transport-moving
0,30,0,Handlers-cleaners
0,24,0,Craft-repair
0,57,1,Craft-repair
0,20,0,Farming-fishing
0,18,1,?
0,56,1,Prof-specialty
1,36,1,Adm-clerical
1,44,0,Machine-op-inspct
1,57,0,Craft-repair
0,57,0,Craft-repair
0,33,0,Tech-support
1,61,0,?
1,39,0,Transport-moving
0,28,0,Craft-repair
0,31,0,Other-service
0,60,1,Other-service
1,36,0,Protective-serv
1,58,1,Sales
0,50,0,Handlers-cleaners
0,23,1,Exec-managerial
0,30,0,Other-service
0,20,0,?
1,90,0,Prof-specialty
0,49,1,Prof-specialty
0,47,0,Prof-specialty
1,34,0,Prof-specialty
0,37,1,Tech-support
0,25,1,Protective-serv
0,37,1,Adm-clerical
0,47,0,Adm-clerical
1,34,0,Exec-managerial
0,34,0,Other-service
1,35,0,Exec-managerial
0,39,0,Machine-op-inspct
0,32,0,Handlers-cleaners
0,24,1,Other-service
0,28,0,Prof-specialty
0,41,0,Craft-repair
0,69,1,?
0,32,0,Protective-serv
1,58,1,Sales
1,47,0,Sales
1,41,0,Exec-managerial
1,35,0,Exec-managerial
0,24,0,Other-service
1,46,0,Sales
1,69,0,Exec-managerial
0,22,1,Exec-managerial
0,36,1,Prof-specialty
1,31,0,Sales
0,23,0,Prof-specialty
0,35,1,Prof-specialty
1,37,0,Protective-serv
0,35,1,Prof-specialty
0,18,0,Transport-moving
0,43,1,Handlers-cleaners
0,53,0,Protective-serv
0,54,0,Protective-serv
0,29,1,Adm-clerical
0,46,1,Adm-clerical
0,24,0,Handlers-cleaners
0,30,1,Other-service
0,23,1,Priv-house-serv
0,27,1,?
0,36,0,Machine-op-inspct
0,38,0,Craft-repair
0,33,0,Tech-support
0,66,0,Protective-serv
0,45,0,Exec-managerial
0,68,1,?
1,37,0,Sales
0,17,1,Other-service
1,31,0,Adm-clerical
1,46,0,Exec-managerial
0,40,0,Prof-specialty
0,34,0,Handlers-cleaners
0,56,0,Craft-repair
0,42,1,Adm-clerical
1,46,0,Exec-managerial
0,30,0,Craft-repair
1,33,0,Craft-repair
0,47,1,Machine-op-inspct
0,57,0,Farming-fishing
0,34,0,Craft-repair
0,40,0,Craft-repair
1,33,0,Sales
0,22,0,Machine-op-inspct
0,29,1,Other-service
1,53,1,Adm-clerical
0,36,1,Adm-clerical
1,45,0,Craft-repair
0,36,1,Sales
0,18,0,Farming-fishing
0,27,1,Adm-clerical
0,30,0,Machine-op-inspct
1,34,0,Prof-specialty
1,36,0,Sales
0,36,0,Farming-fishing
0,48,0,Exec-managerial
1,41,0,Prof-specialty
0,21,1,Priv-house-serv
1,47,0,Prof-specialty
0,41,0,Farming-fishing
0,61,0,Craft-repair
0,64,0,Craft-repair
0,35,0,Adm-clerical
0,44,0,Transport-moving
0,20,1,Sales
0,23,1,Adm-clerical
0,52,1,Other-service
0,43,1,Exec-managerial
0,32,0,Handlers-cleaners
0,63,0,Craft-repair
1,29,1,Other-service
0,42,0,Exec-managerial
0,65,1,Handlers-cleaners
0,24,0,Craft-repair
0,42,1,Other-service
0,35,0,Transport-moving
1,40,0,Sales
0,38,1,Adm-clerical
0,26,1,Adm-clerical
0,46,0,Farming-fishing
0,39,1,Adm-clerical
0,29,0,?
1,42,0,Prof-specialty
1,36,0,Prof-specialty
0,26,0,Handlers-cleaners
1,57,0,Sales
0,55,0,Handlers-cleaners
1,35,0,Sales
0,41,1,Adm-clerical
0,24,1,Other-service
0,47,0,Craft-repair
1,34,0,Sales
1,44,0,Exec-managerial
0,18,1,?
0,27,0,Adm-clerical
0,36,1,Adm-clerical
0,21,0,Sales
0,29,0,Transport-moving
0,25,0,Handlers-cleaners
0,73,0,Farming-fishing
1,45,0,Machine-op-inspct
1,28,1,Exec-managerial
0,43,0,Exec-managerial
0,47,0,Craft-repair
0,20,1,Adm-clerical
0,22,0,Transport-moving
0,76,0,Craft-repair
0,24,0,Transport-moving
0,54,0,Sales
1,30,0,Machine-op-inspct
0,33,0,Craft-repair
0,30,0,Machine-op-inspct
1,40,0,Exec-managerial
0,27,0,?
0,49,1,Sales
0,30,0,Craft-repair
0,22,1,Adm-clerical
0,19,0,Handlers-cleaners
0,46,0,Protective-serv
0,51,0,Adm-clerical
0,56,1,Machine-op-inspct
0,53,1,Sales
0,60,1,?
0,27,1,Prof-specialty
0,46,1,Exec-managerial
1,37,0,Transport-moving
0,41,0,Other-service
1,65,0,?
1,30,1,Adm-clerical
0,57,0,Farming-fishing
0,44,0,Exec-managerial
0,32,0,Farming-fishing
0,27,0,Transport-moving
0,57,1,Adm-clerical
0,59,0,Farming-fishing
1,32,1,Prof-specialty
0,90,1,?
0,22,1,Exec-managerial
0,39,1,Adm-clerical
1,43,0,Exec-managerial
1,38,0,Exec-managerial
0,61,0,Sales
0,24,0,Sales
0,25,0,Sales
0,44,0,Craft-repair
1,55,1,Adm-clerical
1,90,0,Sales
0,30,1,Adm-clerical
1,44,0,Craft-repair
0,36,0,Craft-repair
1,63,0,Exec-managerial
0,60,0,Transport-moving
1,34,1,Prof-specialty
0,49,0,Exec-managerial
1,47,0,Exec-managerial
1,42,0,Sales
0,53,0,Craft-repair
0,23,1,Tech-support
0,28,1,?
0,20,0,Sales
0,43,0,Handlers-cleaners
1,32,0,Prof-specialty
1,43,0,Sales
0,31,0,Transport-moving
0,29,1,?
0,24,0,Adm-clerical
0,39,0,Adm-clerical
1,29,0,Craft-repair
0,20,0,Handlers-cleaners
0,23,0,?
0,42,1,Other-service
0,53,0,Craft-repair
0,20,0,Handlers-cleaners
0,58,0,Transport-moving
0,51,0,Sales
0,25,0,Handlers-cleaners
0,38,1,Prof-specialty
1,41,0,Craft-repair
1,58,0,Machine-op-inspct
0,25,0,Machine-op-inspct
0,50,0,Craft-repair
1,32,0,Exec-managerial
0,31,0,Prof-specialty
0,22,1,Other-service
0,37,0,Handlers-cleaners
0,32,1,Sales
1,46,1,Prof-specialty
1,62,0,Transport-moving
0,40,0,Other-service
1,56,0,Sales
1,37,1,Exec-managerial
0,41,0,Farming-fishing
0,56,0,Machine-op-inspct
0,20,0,Handlers-cleaners
1,34,0,Sales
1,45,0,Sales
1,30,0,Machine-op-inspct
1,51,0,Exec-managerial
0,27,0,Machine-op-inspct
1,38,0,Sales
0,39,0,Handlers-cleaners
0,57,0,?
1,47,0,Exec-managerial
0,77,0,?
1,43,0,Craft-repair
0,46,0,Exec-managerial
1,41,0,Craft-repair
0,20,1,Adm-clerical
0,30,0,Adm-clerical
0,30,0,Other-service
0,22,0,Handlers-cleaners
1,25,0,Transport-moving
0,18,1,Sales
0,28,1,Exec-managerial
1,50,0,Tech-support
0,28,1,Other-service
0,21,1,Priv-house-serv
0,37,0,Tech-support
0,28,1,Prof-specialty
0,23,0,Other-service
0,32,1,Exec-managerial
0,27,0,Machine-op-inspct
0,55,1,Prof-specialty
1,44,0,Craft-repair
0,25,0,Prof-specialty
0,29,1,Sales
0,50,1,Exec-managerial
0,18,0,Handlers-cleaners
0,74,1,Other-service
0,22,0,Sales
0,27,0,Prof-specialty
0,27,1,Tech-support
1,41,0,Prof-specialty
1,24,0,Adm-clerical
0,23,1,Adm-clerical
1,34,0,Prof-specialty
1,46,0,Exec-managerial
0,32,0,Prof-specialty
0,41,0,Craft-repair
1,29,0,Farming-fishing
0,48,1,Machine-op-inspct
0,51,0,Other-service
0,34,1,Adm-clerical
1,58,0,Exec-managerial
0,52,0,Handlers-cleaners
1,37,0,Exec-managerial
0,53,1,Adm-clerical
0,54,0,Transport-moving
0,36,0,Sales
0,25,1,Adm-clerical
0,20,1,Prof-specialty
0,23,0,Adm-clerical
1,39,0,Exec-managerial
0,20,0,Machine-op-inspct
0,28,0,Other-service
0,73,1,Adm-clerical
0,67,0,Protective-serv
1,56,0,Exec-managerial
0,32,0,Craft-repair
0,42,0,Machine-op-inspct
0,33,0,Other-service
0,37,0,Other-service
0,33,0,Exec-managerial
0,31,1,Adm-clerical
1,59,0,Exec-managerial
0,21,0,Adm-clerical
1,58,0,Exec-managerial
0,24,0,Other-service
0,26,0,Protective-serv
0,26,0,Transport-moving
0,33,1,Prof-specialty
0,25,0,Sales
0,21,0,Machine-op-inspct
0,24,0,Machine-op-inspct
1,39,1,Adm-clerical
0,68,1,Adm-clerical
0,66,1,Sales
0,38,0,Farming-fishing
1,41,0,Exec-managerial
0,71,1,?
0,37,0,Craft-repair
1,54,0,Sales
0,27,0,Prof-specialty
0,49,1,Prof-specialty
0,19,0,Prof-specialty
0,25,0,Transport-moving
1,47,0,Adm-clerical
0,40,0,Sales
0,38,0,Exec-managerial
0,25,0,Other-service
0,25,1,Craft-repair
0,23,0,Handlers-cleaners
0,28,1,Sales
0,29,0,Craft-repair
0,32,0,Craft-repair
0,34,1,Other-service
1,52,0,Prof-specialty
0,33,0,Farming-fishing
0,19,0,Sales
1,68,0,Prof-specialty
0,41,0,Handlers-cleaners
0,18,1,Other-service
1,29,0,Craft-repair
1,40,0,Exec-managerial
1,51,0,Prof-specialty
0,49,0,Adm-clerical
0,20,1,Other-service
1,38,0,Craft-repair
0,57,0,Other-service
0,35,0,Sales
0,66,0,Sales
0,27,0,?
0,25,1,Adm-clerical
1,77,0,?
0,19,1,?
1,70,0,Handlers-cleaners
0,59,0,Farming-fishing
0,25,0,Prof-specialty
1,44,0,Prof-specialty
1,37,0,Exec-managerial
0,75,1,?
0,21,1,?
0,21,1,Sales
1,47,0,Craft-repair
0,20,1,Adm-clerical
0,32,0,Protective-serv
0,28,1,Adm-clerical
0,53,0,Transport-moving
0,19,0,?
0,58,1,Sales
0,22,1,Sales
0,23,0,Exec-managerial
0,21,0,Handlers-cleaners
0,36,0,Craft-repair
0,39,1,Other-service
0,34,1,Prof-specialty
0,41,1,Prof-specialty
0,72,0,Sales
1,34,1,Other-service
1,51,0,Prof-specialty
0,32,0,Craft-repair
1,38,1,Exec-managerial
0,37,0,Craft-repair
0,21,0,?
0,21,1,Prof-specialty
0,26,0,Adm-clerical
1,34,0,Handlers-cleaners
0,18,1,Sales
0,27,1,Exec-managerial
0,20,1,Adm-clerical
1,36,0,Adm-clerical
0,31,0,?
1,32,0,Exec-managerial
1,54,0,Craft-repair
0,34,1,Prof-specialty
1,46,0,Sales
0,33,0,Machine-op-inspct
1,32,0,Prof-specialty
0,42,0,Tech-support
0,30,0,Craft-repair
1,37,0,Other-service
0,28,0,Machine-op-inspct
0,25,0,Exec-managerial
1,44,0,Other-service
0,40,0,Machine-op-inspct
0,36,0,Exec-managerial
0,21,0,Adm-clerical
1,39,0,Prof-specialty
0,24,0,Prof-specialty
0,46,0,Transport-moving
1,47,0,?
1,47,0,Sales
1,35,0,Prof-specialty
1,60,0,Transport-moving
0,35,1,Other-service
0,33,1,Other-service
0,21,1,Prof-specialty
1,37,0,Tech-support
1,48,0,Adm-clerical
0,58,1,Farming-fishing
0,21,1,Handlers-cleaners
0,22,0,Handlers-cleaners
0,22,1,Other-service
1,28,1,Exec-managerial
1,33,1,?
0,23,0,Prof-specialty
1,58,0,Adm-clerical
0,24,0,?
0,38,0,Craft-repair
0,49,0,Sales
1,47,0,Exec-managerial
1,50,0,Exec-managerial
0,21,1,Prof-specialty
0,55,1,Adm-clerical
0,47,0,Handlers-cleaners
0,19,1,Prof-specialty
0,47,0,Tech-support
0,36,0,Craft-repair
0,28,0,Protective-serv
0,42,1,Sales
1,41,1,Prof-specialty
1,46,0,Sales
0,32,0,Sales
0,34,1,Other-service
0,33,0,Craft-repair
1,60,0,Exec-managerial
0,53,0,Transport-moving
0,24,1,Tech-support
1,39,0,Handlers-cleaners
0,23,0,Craft-repair
1,50,0,Adm-clerical
0,36,1,Adm-clerical
0,19,1,Prof-specialty
0,26,1,Adm-clerical
1,38,0,Sales
1,41,0,Craft-repair
0,22,1,Sales
1,38,1,Machine-op-inspct
1,72,0,?
