income,age,sex,occupation
<=50K,19,Male,Other-service
>50K,41,Male,Exec-managerial
<=50K,29,Male,Prof-specialty
<=50K,34,Male,Craft-repair
<=50K,38,Male,?
<=50K,27,Male,Farming-fishing
<=50K,54,Female,Craft-repair
<=50K,40,Female,Machine-op-inspct
<=50K,19,Female,Sales
<=50K,17,Male,Other-service
<=50K,33,Male,Sales
<=50K,80,Female,Other-service
<=50K,24,Male,Craft-repair
<=50K,28,Male,Prof-specialty
>50K,55,Female,Exec-managerial
<=50K,21,Male,Exec-managerial
<=50K,51,Female,Adm-clerical
<=50K,19,Female,Machine-op-inspct
<=50K,42,Female,Other-service
<=50K,60,Male,Exec-managerial
<=50K,20,Female,?
<=50K,51,Female,Adm-clerical
<=50K,21,Female,Other-service
<=50K,37,Male,Craft-repair
<=50K,26,Male,Machine-op-inspct
>50K,42,Female,Exec-managerial
<=50K,40,Male,Handlers-cleaners
>50K,55,Male,Prof-specialty
<=50K,33,Male,Other-service
>50K,62,Male,Transport-moving
<=50K,47,Female,Sales
<=50K,26,Male,Sales
<=50K,59,Female,Adm-clerical
<=50K,70,Female,Adm-clerical
<=50K,26,Female,Adm-clerical
<=50K,47,Male,Sales
<=50K,25,Female,Exec-managerial
>50K,52,Male,Prof-specialty
<=50K,46,Male,Craft-repair
<=50K,67,Male,Transport-moving
>50K,34,Male,Exec-managerial
<=50K,53,Female,Adm-clerical
<=50K,22,Female,Adm-clerical
<=50K,39,Male,Adm-clerical
<=50K,54,Male,Craft-repair
<=50K,24,Male,Sales
<=50K,37,Female,Prof-specialty
>50K,38,Male,Prof-specialty
<=50K,41,Female,Prof-specialty
<=50K,36,Male,Transport-moving
>50K,43,Male,Exec-managerial
<=50K,39,Male,Prof-specialty
<=50K,26,Male,Sales
<=50K,49,Female,Prof-specialty
>50K,37,Male,Prof-specialty
>50K,43,Male,Exec-managerial
>50K,54,Male,Prof-specialty
>50K,53,Male,Sales
<=50K,57,Male,Prof-specialty
>50K,28,Male,Prof-specialty
<=50K,29,Male,Other-service
<=50K,21,Male,Sales
<=50K,51,Male,Craft-repair
<=50K,46,Male,Transport-moving
>50K,50,Male,Prof-specialty
<=50K,50,Female,Exec-managerial
<=50K,36,Female,Exec-managerial
<=50K,31,Male,Prof-specialty
<=50K,20,Female,Adm-clerical
<=50K,36,Male,Handlers-cleaners
<=50K,38,Male,Craft-repair
>50K,37,Male,Craft-repair
>50K,39,Male,Prof-specialty
<=50K,18,Male,Farming-fishing
<=50K,33,Male,Sales
<=50K,35,Female,Tech-support
<=50K,23,Male,Handlers-cleaners
<=50K,37,Female,Other-service
<=50K,25,Male,Other-service
<=50K,51,Male,Tech-support
<=50K,35,Male,Craft-repair
<=50K,54,Male,Machine-op-inspct
<=50K,66,Male,?
<=50K,32,Female,Other-service
>50K,37,Male,Protective-serv
>50K,29,Male,Sales
<=50K,45,Male,Handlers-cleaners
<=50K,61,Male,Sales
<=50K,40,Female,Adm-clerical
<=50K,24,Female,Transport-moving
<=50K,49,Male,Machine-op-inspct
>50K,51,Male,Exec-managerial
<=50K,34,Male,Transport-moving
<=50K,28,Female,?
<=50K,20,Male,Sales
<=50K,30,Female,Adm-clerical
>50K,49,Male,Prof-specialty
<=50K,26,Male,Sales
<=50K,63,Male,Adm-clerical
<=50K,36,Male,Transport-moving
>50K,63,Male,Prof-specialty
<=50K,22,Female,Adm-clerical
>50K,40,Male,Sales
<=50K,31,Female,Adm-clerical
<=50K,49,Male,Craft-repair
>50K,35,Male,Prof-specialty
<=50K,23,Female,Prof-specialty
>50K,25,Male,Sales
<=50K,34,Male,?
>50K,28,Male,Craft-repair
<=50K,44,Male,Machine-op-inspct
<=50K,33,Male,Transport-moving
<=50K,21,Male,Adm-clerical
<=50K,55,Male,Other-service
<=50K,17,Female,?
<=50K,75,Male,Sales
<=50K,61,Female,Machine-op-inspct
<=50K,53,Female,Adm-clerical
>50K,26,Male,Protective-serv
>50K,48,Male,Sales
>50K,28,Male,Exec-managerial
<=50K,30,Female,?
<=50K,29,Male,Handlers-cleaners
<=50K,25,Female,Tech-support
<=50K,37,Male,Transport-moving
<=50K,43,Female,Prof-specialty
<=50K,40,Male,Transport-moving
>50K,34,Male,Craft-repair
>50K,55,Male,Prof-specialty
<=50K,31,Male,Tech-support
<=50K,21,Female,?
<=50K,32,Male,Farming-fishing
<=50K,26,Male,Prof-specialty
>50K,26,Male,Prof-specialty
<=50K,44,Male,Transport-moving
>50K,49,Male,Transport-moving
<=50K,21,Female,?
<=50K,26,Female,Adm-clerical
<=50K,40,Male,Farming-fishing
<=50K,19,Female,Adm-clerical
<=50K,58,Male,Farming-fishing
>50K,61,Male,Tech-support
<=50K,28,Male,Sales
<=50K,26,Male,Farming-fishing
<=50K,64,Female,Adm-clerical
>50K,42,Male,Exec-managerial
>50K,41,Male,Tech-support
<=50K,45,Male,Handlers-cleaners
>50K,39,Male,Sales
<=50K,41,Male,Other-service
<=50K,51,Female,Other-service
<=50K,34,Female,Adm-clerical
>50K,33,Male,Exec-managerial
>50K,23,Male,Other-service
<=50K,35,Male,Craft-repair
<=50K,41,Female,Priv-house-serv
<=50K,39,Female,Craft-repair
<=50K,41,Male,Sales
<=50K,33,Male,Exec-managerial
<=50K,22,Male,Other-service
<=50K,25,Female,Exec-managerial
<=50K,25,Female,Machine-op-inspct
>50K,77,Male,Adm-clerical
<=50K,33,Female,?
<=50K,66,Female,Sales
<=50K,19,Male,Sales
<=50K,44,Female,Other-service
>50K,45,Female,Sales
<=50K,28,Male,Sales
<=50K,19,Male,Handlers-cleaners
>50K,43,Male,Machine-op-inspct
>50K,39,Male,Tech-support
<=50K,33,Male,Sales
<=50K,44,Female,Other-service
<=50K,62,Female,Machine-op-inspct
>50K,40,Male,Sales
<=50K,41,Male,Other-service
<=50K,23,Male,Other-service
>50K,48,Male,Craft-repair
<=50K,38,Male,Prof-specialty
>50K,37,Male,Exec-managerial
>50K,45,Male,Prof-specialty
<=50K,29,Male,Protective-serv
<=50K,66,Female,Adm-clerical
<=50K,19,Female,Other-service
<=50K,23,Male,Handlers-cleaners
>50K,34,Male,Tech-support
<=50K,39,Female,Exec-managerial
<=50K,33,Male,Transport-moving
<=50K,43,Female,Sales
<=50K,27,Male,Transport-moving
<=50K,33,Male,Adm-clerical
<=50K,26,Male,Farming-fishing
>50K,56,Male,Exec-managerial
<=50K,46,Male,Sales
<=50K,38,Female,Craft-repair
<=50K,90,Male,Craft-repair
>50K,72,Male,Exec-managerial
<=50K,20,Female,Adm-clerical
<=50K,29,Male,Craft-repair
<=50K,49,Male,Transport-moving
<=50K,23,Female,Other-service
<=50K,20,Female,Sales
<=50K,57,Male,Exec-managerial
<=50K,46,Female,Prof-specialty
>50K,33,Male,Prof-specialty
<=50K,24,Male,Sales
<=50K,49,Male,Craft-repair
<=50K,54,Male,Transport-moving
>50K,46,Female,Prof-specialty
<=50K,31,Male,Craft-repair
>50K,43,Male,Prof-specialty
<=50K,18,Female,?
<=50K,19,Male,Machine-op-inspct
<=50K,46,Male,Adm-clerical
<=50K,43,Male,Prof-specialty
<=50K,58,Male,Craft-repair
<=50K,43,Male,Sales
<=50K,37,Male,?
<=50K,21,Male,Adm-clerical
>50K,52,Male,Adm-clerical
>50K,34,Male,Craft-repair
<=50K,28,Female,Handlers-cleaners
<=50K,34,Male,Transport-moving
>50K,29,Male,Machine-op-inspct
<=50K,39,Male,Farming-fishing
<=50K,49,Female,Machine-op-inspct
>50K,35,Male,Craft-repair
<=50K,31,Female,Other-service
<=50K,18,Male,Handlers-cleaners
>50K,47,Male,Other-service
<=50K,46,Male,Sales
>50K,43,Male,Sales
>50K,51,Male,Craft-repair
<=50K,21,Female,Adm-clerical
<=50K,18,Male,?
>50K,31,Female,Prof-specialty
>50K,39,Male,Protective-serv
<=50K,58,Male,Adm-clerical
<=50K,36,Female,Prof-specialty
<=50K,38,Female,Machine-op-inspct
>50K,31,Female,Exec-managerial
<=50K,19,Male,Handlers-cleaners
<=50K,38,Female,Tech-support
<=50K,26,Female,Prof-specialty
<=50K,38,Female,Adm-clerical
<=50K,36,Male,Craft-repair
>50K,40,Male,Exec-managerial
<=50K,25,Male,Tech-support
>50K,41,Female,Tech-support
<=50K,33,Male,Sales
<=50K,63,Male,?
<=50K,51,Male,Machine-op-inspct
<=50K,34,Male,Sales
<=50K,33,Male,Sales
<=50K,25,Male,Craft-repair
<=50K,30,Male,Sales
<=50K,19,Male,Adm-clerical
>50K,47,Female,Exec-managerial
<=50K,26,Female,Adm-clerical
<=50K,21,Female,Other-service
>50K,36,Male,Other-service
<=50K,60,Male,Machine-op-inspct
<=50K,28,Male,Prof-specialty
<=50K,19,Female,Adm-clerical
<=50K,42,Male,Prof-specialty
<=50K,36,Female,Machine-op-inspct
<=50K,35,Female,Other-service
<=50K,22,Female,Adm-clerical
>50K,54,Male,Craft-repair
<=50K,36,Male,Prof-specialty
<=50K,55,Male,Transport-moving
<=50K,57,Male,Adm-clerical
<=50K,56,Male,Transport-moving
<=50K,24,Male,Exec-managerial
>50K,35,Male,Prof-specialty
<=50K,51,Male,Sales
<=50K,34,Male,Exec-managerial
<=50K,36,Female,Adm-clerical
<=50K,51,Female,Other-service
>50K,46,Male,Prof-specialty
<=50K,42,Female,Exec-managerial
<=50K,25,Female,Prof-specialty
<=50K,22,Male,Handlers-cleaners
<=50K,37,Male,Craft-repair
>50K,48,Male,Sales
>50K,61,Male,Prof-specialty
<=50K,40,Male,Transport-moving
>50K,58,Female,Exec-managerial
<=50K,52,Male,Farming-fishing
<=50K,18,Male,Other-service
<=50K,27,Male,Machine-op-inspct
<=50K,48,Male,Prof-specialty
<=50K,63,Male,Craft-repair
<=50K,38,Male,Craft-repair
<=50K,31,Male,Adm-clerical
<=50K,40,Male,Prof-specialty
<=50K,41,Male,Exec-managerial
<=50K,28,Female,Prof-specialty
>50K,31,Male,Prof-specialty
>50K,32,Male,Craft-repair
<=50K,30,Male,Handlers-cleaners
<=50K,39,Male,Craft-repair
<=50K,28,Male,Sales
<=50K,31,Female,Handlers-cleaners
<=50K,21,Male,?
<=50K,33,Female,?
>50K,44,Male,Prof-specialty
<=50K,22,Male,Farming-fishing
<=50K,42,Male,Other-service
<=50K,36,Male,Craft-repair
<=50K,39,Male,Exec-managerial
<=50K,61,Male,Exec-managerial
<=50K,31,Male,Transport-moving
<=50K,21,Female,Other-service
<=50K,39,Male,Farming-fishing
<=50K,34,Male,Farming-fishing
<=50K,21,Male,Other-service
>50K,75,Male,Prof-specialty
<=50K,21,Male,Other-service
<=50K,81,Male,Sales
<=50K,54,Male,Other-service
<=50K,34,Male,Prof-specialty
>50K,54,Male,Prof-specialty
<=50K,41,Male,Other-service
<=50K,61,Female,?
<=50K,63,Male,Other-service
<=50K,24,Male,Machine-op-inspct
<=50K,20,Female,Adm-clerical
<=50K,44,Female,Prof-specialty
>50K,47,Male,Sales
<=50K,31,Male,Craft-repair
<=50K,41,Male,Craft-repair
<=50K,53,Male,Craft-repair
<=50K,63,Female,Adm-clerical
>50K,44,Male,Prof-specialty
>50K,37,Male,Craft-repair
>50K,28,Male,Craft-repair
<=50K,71,Male,?
<=50K,57,Female,Adm-clerical
<=50K,22,Male,Farming-fishing
>50K,33,Male,Adm-clerical
<=50K,30,Female,Adm-clerical
<=50K,20,Male,Craft-repair
<=50K,28,Female,Adm-clerical
<=50K,54,Female,Priv-house-serv
<=50K,20,Male,Handlers-cleaners
<=50K,34,Male,Exec-managerial
<=50K,21,Male,Adm-clerical
<=50K,29,Female,Other-service
<=50K,51,Female,Exec-managerial
<=50K,39,Female,Machine-op-inspct
<=50K,19,Female,Adm-clerical
<=50K,22,Male,Farming-fishing
<=50K,59,Female,Adm-clerical
<=50K,18,Male,Sales
<=50K,22,Male,Other-service
>50K,42,Male,Craft-repair
<=50K,39,Male,Craft-repair
>50K,31,Male,Sales
<=50K,28,Female,Craft-repair
<=50K,22,Female,Exec-managerial
<=50K,67,Female,Other-service
<=50K,17,Female,Sales
>50K,47,Male,Adm-clerical
<=50K,23,Female,Adm-clerical
<=50K,20,Female,Other-service
<=50K,22,Female,Sales
<=50K,47,Male,Transport-moving
>50K,49,Female,Sales
<=50K,64,Male,?
<=50K,35,Female,Exec-managerial
<=50K,52,Female,Exec-managerial
<=50K,29,Female,Sales
<=50K,73,Female,Sales
>50K,38,Male,Prof-specialty
>50K,59,Male,Exec-managerial
<=50K,35,Male,Craft-repair
<=50K,18,Female,Sales
<=50K,24,Female,Adm-clerical
<=50K,33,Male,Prof-specialty
<=50K,40,Female,Exec-managerial
<=50K,55,Female,Adm-clerical
<=50K,44,Male,Prof-specialty
<=50K,40,Female,Prof-specialty
<=50K,22,Male,Handlers-cleaners
>50K,55,Female,Exec-managerial
<=50K,45,Female,Tech-support
>50K,47,Female,Prof-specialty
<=50K,56,Male,Craft-repair
<=50K,44,Male,Machine-op-inspct
<=50K,32,Male,Adm-clerical
<=50K,17,Male,Other-service
<=50K,44,Male,Exec-managerial
<=50K,32,Male,Sales
>50K,35,Male,Sales
<=50K,27,Male,Other-service
<=50K,32,Male,Prof-specialty
<=50K,68,Male,Transport-moving
<=50K,20,Female,Other-service
<=50K,33,Female,Adm-clerical
<=50K,24,Male,Handlers-cleaners
<=50K,48,Male,Craft-repair
<=50K,45,Female,Prof-specialty
<=50K,48,Female,Adm-clerical
>50K,28,Male,Prof-specialty
>50K,60,Male,?
<=50K,39,Female,Prof-specialty
<=50K,23,Male,Other-service
<=50K,23,Male,Exec-managerial
<=50K,36,Female,Adm-clerical
<=50K,25,Female,Prof-specialty
<=50K,52,Male,Other-service
<=50K,35,Male,Craft-repair
<=50K,41,Male,Exec-managerial
>50K,45,Female,Sales
>50K,37,Male,Prof-specialty
<=50K,58,Female,Prof-specialty
<=50K,67,Female,Adm-clerical
<=50K,48,Female,Prof-specialty
<=50K,63,Male,Craft-repair
>50K,24,Male,Protective-serv
>50K,43,Male,Craft-repair
<=50K,36,Male,Transport-moving
<=50K,32,Male,Transport-moving
<=50K,36,Male,Craft-repair
<=50K,43,Female,Adm-clerical
<=50K,27,Female,Adm-clerical
<=50K,17,Male,Other-service
<=50K,45,Female,Sales
<=50K,41,Male,Craft-repair
<=50K,41,Male,Exec-managerial
<=50K,18,Female,?
<=50K,48,Female,Adm-clerical
>50K,51,Male,?
<=50K,26,Female,Other-service
<=50K,54,Male,Farming-fishing
<=50K,22,Female,Sales
<=50K,19,Male,Transport-moving
<=50K,47,Male,Handlers-cleaners
<=50K,32,Female,Other-service
>50K,46,Male,Exec-managerial
>50K,30,Female,Tech-support
<=50K,35,Male,Exec-managerial
<=50K,52,Male,Tech-support
<=50K,73,Male,Farming-fishing
<=50K,17,Male,Other-service
<=50K,32,Female,Prof-specialty
>50K,43,Male,Prof-specialty
<=50K,19,Male,?
<=50K,26,Female,Machine-op-inspct
>50K,41,Male,Exec-managerial
>50K,49,Male,Sales
<=50K,52,Male,Protective-serv
<=50K,35,Female,Adm-clerical
<=50K,57,Male,Other-service
<=50K,35,Female,Prof-specialty
<=50K,33,Male,Prof-specialty
<=50K,56,Male,Transport-moving
<=50K,42,Male,Sales
<=50K,17,Male,Adm-clerical
<=50K,49,Female,Adm-clerical
>50K,39,Male,Prof-specialty
<=50K,34,Female,Adm-clerical
<=50K,37,Male,Prof-specialty
<=50K,22,Male,Other-service
<=50K,27,Male,Craft-repair
<=50K,21,Female,Sales
<=50K,59,Male,?
>50K,44,Male,Adm-clerical
<=50K,53,Male,Transport-moving
<=50K,26,Male,Craft-repair
>50K,48,Male,Exec-managerial
<=50K,39,Male,Exec-managerial
<=50K,34,Female,Other-service
<=50K,54,Male,Exec-managerial
>50K,36,Male,Transport-moving
<=50K,60,Male,Prof-specialty
>50K,50,Male,Protective-serv
<=50K,48,Male,Prof-specialty
<=50K,35,Female,Adm-clerical
<=50K,40,Female,Prof-specialty
<=50K,30,Male,Exec-managerial
>50K,65,Male,Machine-op-inspct
<=50K,31,Male,Craft-repair
<=50K,46,Male,Adm-clerical
<=50K,67,Female,?
<=50K,62,Male,Exec-managerial
<=50K,38,Female,Exec-managerial
<=50K,24,Female,Other-service
<=50K,24,Female,Sales
<=50K,27,Female,Prof-specialty
<=50K,43,Female,Other-service
<=50K,48,Female,Handlers-cleaners
<=50K,41,Male,Craft-repair
<=50K,30,Female,Tech-support
>50K,38,Male,Sales
>50K,45,Male,Prof-specialty
<=50K,45,Male,Prof-specialty
<=50K,55,Female,Adm-clerical
<=50K,46,Male,Exec-managerial
<=50K,24,Male,Prof-specialty
<=50K,31,Female,Adm-clerical
<=50K,35,Male,Craft-repair
<=50K,37,Female,Adm-clerical
<=50K,29,Male,Prof-specialty
>50K,56,Male,Exec-managerial
>50K,60,Male,?
<=50K,25,Male,Exec-managerial
<=50K,33,Male,Machine-op-inspct
<=50K,44,Female,Sales
<=50K,21,Male,Craft-repair
<=50K,21,Male,Adm-clerical
>50K,46,Male,Exec-managerial
>50K,44,Male,Exec-managerial
<=50K,63,Female,Exec-managerial
<=50K,44,Female,Adm-clerical
<=50K,31,Male,Craft-repair
<=50K,26,Male,Exec-managerial
<=50K,37,Male,Transport-moving
>50K,60,Female,?
<=50K,33,Male,Craft-repair
<=50K,38,Male,Exec-managerial
<=50K,26,Female,Sales
<=50K,46,Female,Exec-managerial
<=50K,24,Female,Other-service
>50K,47,Male,Prof-specialty
<=50K,27,Female,Tech-support
<=50K,46,Male,Craft-repair
>50K,47,Male,Adm-clerical
<=50K,47,Male,Adm-clerical
<=50K,69,Male,Machine-op-inspct
>50K,32,Male,Sales
<=50K,51,Male,Transport-moving
>50K,36,Male,Sales
<=50K,50,Female,Prof-specialty
<=50K,29,Male,Prof-specialty
<=50K,32,Male,Prof-specialty
<=50K,27,Male,Transport-moving
<=50K,60,Female,Adm-clerical
<=50K,31,Male,Other-service
<=50K,46,Male,Craft-repair
<=50K,40,Female,Adm-clerical
>50K,39,Male,Craft-repair
<=50K,69,Male,Sales
>50K,54,Male,Exec-managerial
<=50K,56,Female,Adm-clerical
<=50K,47,Female,Adm-clerical
<=50K,25,Female,Tech-support
<=50K,34,Male,Transport-moving
<=50K,24,Male,Farming-fishing
<=50K,63,Male,Craft-repair
<=50K,29,Male,Prof-specialty
<=50K,64,Male,Adm-clerical
<=50K,44,Male,Prof-specialty
<=50K,26,Male,Craft-repair
<=50K,36,Female,Other-service
>50K,55,Male,Adm-clerical
>50K,37,Female,Handlers-cleaners
<=50K,37,Male,Machine-op-inspct
>50K,63,Female,Prof-specialty
<=50K,33,Male,Transport-moving
<=50K,19,Female,Adm-clerical
>50K,57,Female,Prof-specialty
>50K,31,Male,Sales
<=50K,20,Female,?
>50K,58,Male,Exec-managerial
<=50K,20,Female,?
<=50K,25,Male,Sales
<=50K,40,Female,Adm-clerical
<=50K,18,Male,Other-service
<=50K,26,Male,Adm-clerical
>50K,29,Male,Prof-specialty
<=50K,45,Male,Prof-specialty
<=50K,35,Female,Adm-clerical
<=50K,32,Male,Machine-op-inspct
<=50K,61,Female,Other-service
<=50K,26,Male,Prof-specialty
>50K,56,Male,Craft-repair
<=50K,22,Female,Adm-clerical
<=50K,49,Male,Machine-op-inspct
<=50K,40,Female,Other-service
<=50K,37,Male,Exec-managerial
<=50K,23,Male,?
>50K,28,Male,Sales
<=50K,27,Male,Machine-op-inspct
<=50K,34,Female,Sales
<=50K,49,Male,Handlers-cleaners
<=50K,41,Male,Craft-repair
<=50K,28,Male,Adm-clerical
>50K,38,Male,Exec-managerial
<=50K,47,Male,Protective-serv
<=50K,28,Male,Protective-serv
>50K,44,Male,Prof-specialty
<=50K,41,Male,Prof-specialty
>50K,50,Male,Prof-specialty
<=50K,73,Male,Craft-repair
<=50K,21,Male,Other-service
<=50K,38,Female,Adm-clerical
<=50K,64,Male,?
<=50K,47,Female,Tech-support
>50K,52,Male,Transport-moving
<=50K,24,Male,Sales
>50K,44,Male,Exec-managerial
<=50K,27,Male,Machine-op-inspct
>50K,61,Male,Sales
>50K,58,Male,Sales
>50K,51,Female,Sales
<=50K,49,Female,Sales
<=50K,23,Male,Adm-clerical
<=50K,19,Female,Adm-clerical
<=50K,21,Male,Farming-fishing
<=50K,56,Female,Sales
<=50K,35,Male,Craft-repair
<=50K,37,Female,Tech-support
>50K,41,Female,Sales
<=50K,30,Male,Sales
<=50K,35,Female,Tech-support
<=50K,47,Male,Craft-repair
>50K,59,Female,Exec-managerial
<=50K,55,Male,Machine-op-inspct
<=50K,22,Male,?
<=50K,31,Female,Adm-clerical
>50K,30,Male,Adm-clerical
<=50K,24,Male,Exec-managerial
<=50K,49,Male,Craft-repair
<=50K,23,Male,Craft-repair
<=50K,50,Female,Adm-clerical
<=50K,38,Male,Adm-clerical
<=50K,20,Female,Prof-specialty
>50K,49,Male,Craft-repair
<=50K,45,Female,Other-service
>50K,46,Male,Prof-specialty
<=50K,19,Female,Other-service
<=50K,31,Female,Exec-managerial
<=50K,38,Female,Other-service
>50K,56,Male,Craft-repair
<=50K,24,Male,Exec-managerial
<=50K,58,Male,Exec-managerial
<=50K,28,Male,Other-service
<=50K,22,Male,Other-service
<=50K,46,Male,Transport-moving
<=50K,30,Male,Farming-fishing
>50K,56,Male,Adm-clerical
<=50K,32,Male,Machine-op-inspct
>50K,56,Male,Transport-moving
<=50K,50,Male,Exec-managerial
<=50K,28,Female,?
<=50K,30,Female,Adm-clerical
<=50K,24,Male,Machine-op-inspct
<=50K,42,Female,Prof-specialty
>50K,31,Male,Craft-repair
<=50K,18,Female,Sales
<=50K,46,Female,Other-service
>50K,31,Female,Sales
>50K,38,Female,Prof-specialty
>50K,44,Male,Prof-specialty
>50K,55,Male,Exec-managerial
<=50K,19,Male,Other-service
>50K,45,Female,Exec-managerial
<=50K,50,Male,Craft-repair
<=50K,53,Male,Other-service
>50K,41,Male,Sales
<=50K,45,Female,Other-service
<=50K,21,Female,Adm-clerical
>50K,37,Female,Tech-support
<=50K,42,Female,Adm-clerical
<=50K,37,Male,Tech-support
<=50K,46,Male,Machine-op-inspct
<=50K,45,Male,Farming-fishing
<=50K,32,Female,Tech-support
<=50K,30,Male,Prof-specialty
>50K,57,Male,?
<=50K,37,Female,Machine-op-inspct
<=50K,18,Female,?
>50K,32,Male,Sales
>50K,43,Male,Prof-specialty
<=50K,46,Female,Prof-specialty
<=50K,36,Female,?
<=50K,33,Female,Exec-managerial
<=50K,48,Female,Adm-clerical
<=50K,34,Female,Sales
>50K,34,Male,Protective-serv
<=50K,33,Male,Farming-fishing
<=50K,36,Female,Exec-managerial
<=50K,23,Male,Sales
<=50K,39,Male,Exec-managerial
<=50K,22,Female,Sales
<=50K,19,Male,Farming-fishing
>50K,47,Male,Sales
<=50K,46,Male,Transport-moving
<=50K,47,Female,Sales
>50K,47,Male,Prof-specialty
<=50K,52,Female,Transport-moving
<=50K,38,Male,Craft-repair
>50K,58,Male,Sales
<=50K,32,Male,Other-service
<=50K,54,Female,Tech-support
<=50K,20,Male,Adm-clerical
<=50K,25,Male,Sales
<=50K,25,Male,Craft-repair
<=50K,36,Male,Prof-specialty
<=50K,69,Male,Tech-support
>50K,28,Female,Prof-specialty
<=50K,20,Female,Adm-clerical
<=50K,21,Male,Farming-fishing
>50K,37,Male,Tech-support
<=50K,21,Male,Machine-op-inspct
<=50K,25,Male,?
<=50K,39,Female,Other-service
>50K,34,Male,Other-service
<=50K,33,Male,Craft-repair
>50K,47,Male,Transport-moving
<=50K,29,Female,Adm-clerical
<=50K,48,Male,Tech-support
>50K,42,Male,Prof-specialty
<=50K,29,Female,Machine-op-inspct
<=50K,34,Male,Handlers-cleaners
<=50K,20,Male,Other-service
>50K,41,Male,Prof-specialty
<=50K,45,Male,Exec-managerial
<=50K,22,Male,?
<=50K,23,Male,Handlers-cleaners
<=50K,19,Female,Adm-clerical
<=50K,24,Male,Craft-repair
<=50K,20,Male,Sales
<=50K,32,Male,Craft-repair
>50K,52,Male,Prof-specialty
>50K,36,Male,Sales
<=50K,18,Male,Machine-op-inspct
<=50K,27,Female,Sales
<=50K,26,Male,Sales
<=50K,52,Female,Prof-specialty
<=50K,24,Male,Craft-repair
<=50K,42,Male,Adm-clerical
>50K,39,Female,Prof-specialty
<=50K,20,Female,?
<=50K,20,Female,Adm-clerical
<=50K,39,Male,Handlers-cleaners
<=50K,68,Male,?
<=50K,35,Female,Machine-op-inspct
<=50K,54,Male,Other-service
<=50K,24,Male,Exec-managerial
<=50K,24,Female,Prof-specialty
<=50K,20,Female,Adm-clerical
<=50K,64,Male,?
<=50K,28,Female,Prof-specialty
<=50K,36,Male,Craft-repair
<=50K,44,Male,Transport-moving
>50K,38,Male,Machine-op-inspct
<=50K,22,Female,Adm-clerical
<=50K,56,Male,Machine-op-inspct
<=50K,24,Male,Prof-specialty
<=50K,24,Female,Other-service
<=50K,22,Female,Adm-clerical
<=50K,21,Female,Exec-managerial
>50K,42,Male,Exec-managerial
<=50K,41,Female,Prof-specialty
<=50K,19,Female,Other-service
<=50K,67,Male,Farming-fishing
<=50K,20,Female,Sales
<=50K,32,Male,Craft-repair
<=50K,46,Female,Machine-op-inspct
<=50K,52,Female,Sales
<=50K,44,Male,Prof-specialty
<=50K,65,Male,?
>50K,37,Male,Prof-specialty
<=50K,27,Male,Farming-fishing
<=50K,35,Female,Machine-op-inspct
<=50K,30,Female,Adm-clerical
<=50K,64,Male,Craft-repair
>50K,48,Female,Adm-clerical
<=50K,35,Female,Tech-support
<=50K,28,Male,Tech-support
>50K,63,Male,Prof-specialty
>50K,40,Male,Prof-specialty
<=50K,33,Male,Sales
>50K,40,Male,Craft-repair
<=50K,25,Male,Sales
>50K,45,Male,Exec-managerial
>50K,30,Male,Machine-op-inspct
<=50K,53,Female,Adm-clerical
<=50K,63,Male,Adm-clerical
<=50K,27,Male,Protective-serv
<=50K,31,Male,Craft-repair
<=50K,33,Male,Transport-moving
>50K,39,Male,Protective-serv
>50K,42,Male,Craft-repair
<=50K,19,Male,Other-service
<=50K,31,Male,Prof-specialty
<=50K,53,Male,Craft-repair
<=50K,47,Male,Prof-specialty
<=50K,27,Female,Adm-clerical
<=50K,22,Female,Tech-support
>50K,29,Female,Sales
<=50K,52,Female,Sales
<=50K,32,Male,Craft-repair
<=50K,23,Male,Sales
<=50K,27,Male,Adm-clerical
<=50K,53,Female,Machine-op-inspct
<=50K,18,Male,Handlers-cleaners
<=50K,41,Female,Sales
<=50K,27,Female,Machine-op-inspct
<=50K,30,Male,Sales
<=50K,41,Female,Tech-support
<=50K,21,Female,Adm-clerical
<=50K,58,Female,Other-service
<=50K,45,Female,Protective-serv
<=50K,40,Male,Transport-moving
<=50K,21,Female,Adm-clerical
<=50K,29,Female,Prof-specialty
<=50K,50,Female,Other-service
<=50K,26,Male,Craft-repair
<=50K,23,Female,Handlers-cleaners
<=50K,27,Male,Tech-support
<=50K,36,Female,Adm-clerical
<=50K,22,Male,Adm-clerical
<=50K,37,Male,Other-service
<=50K,54,Male,Transport-moving
<=50K,36,Male,Farming-fishing
<=50K,44,Male,Exec-managerial
>50K,38,Male,Protective-serv
<=50K,49,Female,Craft-repair
<=50K,18,Male,Handlers-cleaners
<=50K,26,Male,Sales
>50K,48,Male,Adm-clerical
<=50K,32,Female,Machine-op-inspct
<=50K,35,Male,Tech-support
<=50K,40,Female,Adm-clerical
<=50K,40,Male,Craft-repair
>50K,42,Male,Prof-specialty
<=50K,30,Male,Sales
<=50K,19,Female,Sales
>50K,36,Male,Sales
<=50K,31,Female,Sales
<=50K,50,Male,Exec-managerial
<=50K,38,Male,Craft-repair
>50K,35,Male,Prof-specialty
>50K,45,Male,Prof-specialty
<=50K,29,Female,Sales
>50K,41,Male,Craft-repair
>50K,33,Female,Prof-specialty
<=50K,49,Female,Other-service
